meeting_id,speaker,da_id,da_type,da_type_id,start_time,end_time,duration_ms,text
IS1003b,A,IS1003b.A.dialog-act.vkaraisk.43,comment-about-understanding,ami_da_12,714.69,715.06,370.0,The wire ?
IS1003b,A,IS1003b.A.dialog-act.vkaraisk.63,elicit-comment-understanding,ami_da_13,807.82,808.16,340.0,okay .
IS1003b,A,IS1003b.A.dialog-act.vkaraisk.71,elicit-comment-understanding,ami_da_13,836.5,837.51,1010.0,"okay ,"
IS1003b,A,IS1003b.A.dialog-act.vkaraisk.102,elicit-comment-understanding,ami_da_13,948.15,949.26,1110.0,Okay ?
IS1003b,A,IS1003b.A.dialog-act.vkaraisk.110,elicit-comment-understanding,ami_da_13,973.42,974.65,1230.0,okay .
IS1003b,A,IS1003b.A.dialog-act.vkaraisk.113,elicit-comment-understanding,ami_da_13,986.5,986.64,140.0,Okay .
IS1003b,B,IS1003b.B.dialog-act.vkaraisk.133,comment-about-understanding,ami_da_12,974.04,974.52,480.0,Okay .
IS1003b,B,IS1003b.B.dialog-act.vkaraisk.153,comment-about-understanding,ami_da_12,1422.63,1422.94,310.0,Okay .
IS1003b,B,IS1003b.B.dialog-act.vkaraisk.172,comment-about-understanding,ami_da_12,1607.37,1613.31,5940.0,"Okay Okay , that's clear ."
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.26,comment-about-understanding,ami_da_12,177.08,177.17,90.0,Uh .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.29,comment-about-understanding,ami_da_12,281.54,283.57,2030.0,So you propose to to have the
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.30,comment-about-understanding,ami_da_12,284.52,287.66,3140.0,remote control which will be powerful .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.31,comment-about-understanding,ami_da_12,289.02,289.74,720.0,"So powerful ,"
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.32,comment-about-understanding,ami_da_12,290.64,292.01,1370.0,many functions
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.33,comment-about-understanding,ami_da_12,292.01,293.33,1320.0,and very easy to use .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.37,comment-about-understanding,ami_da_12,331.98,332.07,90.0,Oh
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.45,comment-about-understanding,ami_da_12,376.84,377.22,380.0,Okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.55,comment-about-understanding,ami_da_12,472.11,472.65,540.0,Yeah .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.63,comment-about-understanding,ami_da_12,537.64,537.81,170.0,Okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.64,comment-about-understanding,ami_da_12,543.6,543.97,370.0,Okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.67,comment-about-understanding,ami_da_12,621.63,635.5,13870.0,So you think that uh a cable between the remote control and the T_V_ won't be a good idea .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.81,comment-about-understanding,ami_da_12,694.662,695.59,928.0,Okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.89,comment-about-understanding,ami_da_12,729.184,730.21,1026.0,"Okay ,"
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.102,comment-about-understanding,ami_da_12,841.37,842.28,910.0,Okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.107,comment-about-understanding,ami_da_12,947.15,949.238,2088.0,Ah um okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.108,comment-about-understanding,ami_da_12,974.04,974.44,400.0,Mm-hmm .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.120,comment-about-understanding,ami_da_12,1057.25,1058.47,1220.0,"Yeah , okay ."
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.121,comment-about-understanding,ami_da_12,1063.87,1064.53,660.0,"Okay ,"
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.151,comment-about-understanding,ami_da_12,1221.26,1224.03,2770.0,Okay .
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.178,elicit-comment-understanding,ami_da_13,1318.24,1318.7,460.0,Is it okay ?
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.212,elicit-comment-understanding,ami_da_13,1513.91,1514.4,490.0,It's okay ?
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.223,comment-about-understanding,ami_da_12,1568.72,1569.57,850.0,"yeah ,"
IS1003b,C,IS1003b.C.dialog-act.vkaraisk.226,elicit-comment-understanding,ami_da_13,1589.83,1591.1,1270.0,It's okay ?
IS1003b,D,IS1003b.D.dialog-act.vkaraisk.52,comment-about-understanding,ami_da_12,620.15,620.4,250.0,Okay .
IS1003b,D,IS1003b.D.dialog-act.vkaraisk.111,comment-about-understanding,ami_da_12,1318.5,1318.92,420.0,Okay .
IS1003b,D,IS1003b.D.dialog-act.vkaraisk.138,comment-about-understanding,ami_da_12,1487.03,1487.43,400.0,Okay .
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.10,comment-about-understanding,ami_da_12,77.21,77.4,190.0,What ?
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.21,comment-about-understanding,ami_da_12,192.864,197.16,4296.0,Okay .
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.76,comment-about-understanding,ami_da_12,477.54,478.35,810.0,"Mm , okay ."
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.80,comment-about-understanding,ami_da_12,513.6,514.18,580.0,Oh .
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.85,comment-about-understanding,ami_da_12,536.79,536.95,160.0,"Yeah ,"
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.88,comment-about-understanding,ami_da_12,543.81,544.07,260.0,"Yeah ,"
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.102,comment-about-understanding,ami_da_12,599.74,600.11,370.0,Ah .
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.134,comment-about-understanding,ami_da_12,904.61,904.88,270.0,Okay .
IS1003c,A,IS1003c.A.dialog-act.vkaraisk.165,comment-about-understanding,ami_da_12,1152.14,1152.54,400.0,Okay .
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.35,comment-about-understanding,ami_da_12,481.55,482.56,1010.0,Oh yeah yeah yeah yeah .
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.152,comment-about-understanding,ami_da_12,1134.21,1134.54,330.0,Alrigh
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.158,comment-about-understanding,ami_da_12,1160.93,1162.41,1480.0,"And the materials ,"
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.191,comment-about-understanding,ami_da_12,1388.04,1388.5,460.0,Ah yes .
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.195,comment-about-understanding,ami_da_12,1435.28,1435.41,130.0,yeah .
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.196,comment-about-understanding,ami_da_12,1442.224,1444.36,2136.0,Spongy 'Kay .
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.197,comment-about-understanding,ami_da_12,1448.82,1449.75,930.0,"Okay , yeah , yeah ."
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.204,comment-about-understanding,ami_da_12,1461.17,1463.45,2280.0,"Okay , rubber rubber desi okay , yeah . Yeah ."
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.267,comment-about-understanding,ami_da_12,1785.41,1785.89,480.0,fruits .
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.270,comment-about-understanding,ami_da_12,1803.43,1804.16,730.0,"Need it to be , okay ."
IS1003c,B,IS1003c.B.dialog-act.vkaraisk.273,comment-about-understanding,ami_da_12,1829.6,1829.89,290.0,Okay .
IS1003c,C,IS1003c.C.dialog-act.vkaraisk.72,comment-about-understanding,ami_da_12,380.39,380.94,550.0,How much ?
IS1003c,C,IS1003c.C.dialog-act.vkaraisk.114,comment-about-understanding,ami_da_12,539.58,540.49,910.0,Where is the controller ?
IS1003c,C,IS1003c.C.dialog-act.vkaraisk.151,comment-about-understanding,ami_da_12,748.32,748.68,360.0,Okay .
IS1003c,C,IS1003c.C.dialog-act.vkaraisk.220,comment-about-understanding,ami_da_12,1830.25,1830.66,410.0,Okay .
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.17,comment-about-understanding,ami_da_12,318.85,320.37,1520.0,Okay . Okay .
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.26,comment-about-understanding,ami_da_12,357.17,357.97,800.0,"Oh , okay , okay ,"
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.40,comment-about-understanding,ami_da_12,477.14,477.47,330.0,Yeah .
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.56,comment-about-understanding,ami_da_12,615.72,615.99,270.0,"Okay ,"
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.59,comment-about-understanding,ami_da_12,621.09,621.92,830.0,"Yeah ,"
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.64,comment-about-understanding,ami_da_12,658.4,658.58,180.0,What ?
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.124,comment-about-understanding,ami_da_12,1286.96,1287.76,800.0,Okay .
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.139,elicit-comment-understanding,ami_da_13,1340.79,1341.09,300.0,okay .
IS1003c,D,IS1003c.D.dialog-act.vkaraisk.152,elicit-comment-understanding,ami_da_13,1387.55,1388.2,650.0,"okay ,"
IS1003d,A,IS1003d.A.dialog-act.dharshi.101,comment-about-understanding,ami_da_12,683.99,685.81,1820.0,"Oh , ok I understand ."
IS1003d,A,IS1003d.A.dialog-act.dharshi.221,comment-about-understanding,ami_da_12,1361.43,1362.04,610.0,Red and yellow .
IS1003d,B,IS1003d.B.dialog-act.dharshi.119,comment-about-understanding,ami_da_12,670.49,672.752,2262.0,As a principle .
IS1003d,B,IS1003d.B.dialog-act.dharshi.248,comment-about-understanding,ami_da_12,1459.68,1464.31,4630.0,One .
IS1003d,C,IS1003d.C.dialog-act.dharshi.5,comment-about-understanding,ami_da_12,60.17,62.0,1830.0,Where ?
IS1003d,C,IS1003d.C.dialog-act.dharshi.181,comment-about-understanding,ami_da_12,980.3,980.59,290.0,Mm-hmm .
IS1003d,C,IS1003d.C.dialog-act.dharshi.227,comment-about-understanding,ami_da_12,1921.64,1921.92,280.0,Pa
IS1003d,C,IS1003d.C.dialog-act.dharshi.289,comment-about-understanding,ami_da_12,1923.25,1923.95,700.0,Pine apple .
IS1003d,D,IS1003d.D.dialog-act.dharshi.12,comment-about-understanding,ami_da_12,135.28,136.0,720.0,What slides ?
IS1003d,D,IS1003d.D.dialog-act.dharshi.137,comment-about-understanding,ami_da_12,1040.46,1040.61,150.0,Ok
IS1004b,A,IS1004b.A.dialog-act.dharshi.29,comment-about-understanding,ami_da_12,182.88,184.98,2100.0,Mango ? Mango ?
IS1004b,A,IS1004b.A.dialog-act.dharshi.30,comment-about-understanding,ami_da_12,184.98,185.56,580.0,Mando .
IS1004b,A,IS1004b.A.dialog-act.dharshi.33,comment-about-understanding,ami_da_12,190.23,191.55,1320.0,M_ D_O_ .
IS1004b,A,IS1004b.A.dialog-act.dharshi.57,comment-about-understanding,ami_da_12,286.06,286.99,930.0,Participant four .
IS1004b,A,IS1004b.A.dialog-act.dharshi.80,comment-about-understanding,ami_da_12,656.67,657.12,450.0,"No ,"
IS1004b,A,IS1004b.A.dialog-act.dharshi.94,comment-about-understanding,ami_da_12,784.52,784.79,270.0,Sorry ?
IS1004b,A,IS1004b.A.dialog-act.dharshi.136,comment-about-understanding,ami_da_12,1470.61,1471.61,1000.0,No ?
IS1004b,A,IS1004b.A.dialog-act.dharshi.137,comment-about-understanding,ami_da_12,1471.61,1472.29,680.0,Components ?
IS1004b,B,IS1004b.B.dialog-act.dharshi.9,comment-about-understanding,ami_da_12,181.63,182.87,1240.0,Mando .
IS1004b,B,IS1004b.B.dialog-act.dharshi.12,comment-about-understanding,ami_da_12,202.66,203.27,610.0,Control .
IS1004b,D,IS1004b.D.dialog-act.dharshi.47,comment-about-understanding,ami_da_12,475.8,476.82,1020.0,likely . Okay .
IS1004b,D,IS1004b.D.dialog-act.dharshi.62,comment-about-understanding,ami_da_12,545.01,545.33,320.0,Sorry ?
IS1004b,D,IS1004b.D.dialog-act.dharshi.65,comment-about-understanding,ami_da_12,564.08,564.39,310.0,Sorry ?
IS1004c,A,IS1004c.A.dialog-act.dharshi.36,comment-about-understanding,ami_da_12,329.78,332.176,2396.0,It's not ?
IS1004c,A,IS1004c.A.dialog-act.dharshi.137,comment-about-understanding,ami_da_12,1391.48,1391.95,470.0,Green .
IS1004c,A,IS1004c.A.dialog-act.dharshi.141,comment-about-understanding,ami_da_12,1407.3,1407.79,490.0,Uh pepper .
IS1004c,A,IS1004c.A.dialog-act.dharshi.182,comment-about-understanding,ami_da_12,1857.68,1858.66,980.0,That's all ?
IS1004c,A,IS1004c.A.dialog-act.dharshi.192,comment-about-understanding,ami_da_12,1903.37,1904.95,1580.0,"Basis station , yeah ."
IS1004c,A,IS1004c.A.dialog-act.dharshi.207,comment-about-understanding,ami_da_12,1976.1,1977.76,1660.0,A base station .
IS1004c,A,IS1004c.A.dialog-act.dharshi.215,comment-about-understanding,ami_da_12,2007.35,2008.23,880.0,"Basis station ,"
IS1004c,B,IS1004c.B.dialog-act.dharshi.11,comment-about-understanding,ami_da_12,300.76,303.2,2440.0,"Oh , they're okay so they're not like dressed as a carrot"
IS1004c,B,IS1004c.B.dialog-act.dharshi.14,comment-about-understanding,ami_da_12,303.2,307.98,4780.0,"they just have like pictures of fruit on , okay ."
IS1004c,B,IS1004c.B.dialog-act.dharshi.194,comment-about-understanding,ami_da_12,1391.12,1391.5,380.0,Green .
IS1004c,B,IS1004c.B.dialog-act.dharshi.294,comment-about-understanding,ami_da_12,2133.08,2133.92,840.0,Four point four million .
IS1004c,D,IS1004c.D.dialog-act.dharshi.70,comment-about-understanding,ami_da_12,463.28,463.56,280.0,What ?
IS1004c,D,IS1004c.D.dialog-act.dharshi.71,comment-about-understanding,ami_da_12,464.88,465.14,260.0,What ?
IS1004c,D,IS1004c.D.dialog-act.dharshi.72,comment-about-understanding,ami_da_12,467.6,468.6,1000.0,Yeah ?
IS1004c,D,IS1004c.D.dialog-act.dharshi.117,comment-about-understanding,ami_da_12,1100.29,1101.62,1330.0,we can ? We can't .
IS1004c,D,IS1004c.D.dialog-act.dharshi.119,comment-about-understanding,ami_da_12,1108.6,1108.96,360.0,No ?
IS1004c,D,IS1004c.D.dialog-act.dharshi.141,comment-about-understanding,ami_da_12,1408.13,1408.57,440.0,Pepper .
IS1004d,A,IS1004d.A.dialog-act.dharshi.33,comment-about-understanding,ami_da_12,241.48,241.89,410.0,Which one ?
IS1004d,A,IS1004d.A.dialog-act.dharshi.104,comment-about-understanding,ami_da_12,752.72,753.26,540.0,Five ?
IS1004d,A,IS1004d.A.dialog-act.dharshi.122,comment-about-understanding,ami_da_12,854.02,855.14,1120.0,Five ?
IS1004d,A,IS1004d.A.dialog-act.dharshi.123,comment-about-understanding,ami_da_12,855.14,855.45,310.0,Four .
IS1004d,A,IS1004d.A.dialog-act.dharshi.311,comment-about-understanding,ami_da_12,1668.86,1669.25,390.0,Sorry ?
IS1004d,B,IS1004d.B.dialog-act.dharshi.66,comment-about-understanding,ami_da_12,430.22,430.76,540.0,The what sorry ?
IS1004d,B,IS1004d.B.dialog-act.dharshi.68,comment-about-understanding,ami_da_12,439.21,439.4,190.0,Ah .
IS1004d,B,IS1004d.B.dialog-act.dharshi.69,comment-about-understanding,ami_da_12,440.92,441.13,210.0,Ah .
IS1004d,D,IS1004d.D.dialog-act.dharshi.6,comment-about-understanding,ami_da_12,283.86,284.85,990.0,I don't understand it .
IS1004d,D,IS1004d.D.dialog-act.dharshi.9,comment-about-understanding,ami_da_12,296.23,298.26,2030.0,Ah okay okay . Okay . Okay okay .
IS1004d,D,IS1004d.D.dialog-act.dharshi.11,comment-about-understanding,ami_da_12,303.17,304.59,1420.0,I see . I see . Okay . Okay .
IS1004d,D,IS1004d.D.dialog-act.dharshi.19,comment-about-understanding,ami_da_12,383.4,385.3,1900.0,"Yeah yeah yeah , I see . I under I understand ."
IS1004d,D,IS1004d.D.dialog-act.dharshi.36,comment-about-understanding,ami_da_12,585.14,588.62,3480.0,It's all automatic .
IS1004d,D,IS1004d.D.dialog-act.dharshi.62,comment-about-understanding,ami_da_12,682.93,683.19,260.0,Sorry ?
IS1004d,D,IS1004d.D.dialog-act.dharshi.92,comment-about-understanding,ami_da_12,901.79,904.27,2480.0,You said seven ?
IS1004d,D,IS1004d.D.dialog-act.dharshi.120,comment-about-understanding,ami_da_12,1185.27,1185.74,470.0,Five ?
IS1005a,B,IS1005a.B.dialog-act.dharshi.7,comment-about-understanding,ami_da_12,110.26,111.47,1210.0,"Bob ,"
IS1005b,A,IS1005b.A.dialog-act.dharshi.27,comment-about-understanding,ami_da_12,467.27,468.97,1700.0,Ah .
IS1005b,A,IS1005b.A.dialog-act.dharshi.181,comment-about-understanding,ami_da_12,1931.83,1932.17,340.0,For what ?
IS1005b,B,IS1005b.B.dialog-act.dharshi.42,comment-about-understanding,ami_da_12,945.73,946.49,760.0,"Slide show . Okay ,"
IS1005b,B,IS1005b.B.dialog-act.dharshi.151,comment-about-understanding,ami_da_12,1703.77,1704.29,520.0,Oh .
IS1005b,B,IS1005b.B.dialog-act.dharshi.202,comment-about-understanding,ami_da_12,1979.89,1982.69,2800.0,Oh . Well what w what was the question ?
IS1005b,C,IS1005b.C.dialog-act.dharshi.14,comment-about-understanding,ami_da_12,542.88,543.73,850.0,Oh .
IS1005c,A,IS1005c.A.dialog-act.dharshi.17,comment-about-understanding,ami_da_12,124.38,125.21,830.0,Turn .
IS1005c,A,IS1005c.A.dialog-act.dharshi.35,comment-about-understanding,ami_da_12,318.79,319.02,230.0,Three .
IS1005c,A,IS1005c.A.dialog-act.dharshi.154,comment-about-understanding,ami_da_12,1558.92,1560.3,1380.0,Mm what ?
IS1005c,B,IS1005c.B.dialog-act.dharshi.151,comment-about-understanding,ami_da_12,1428.9,1429.79,890.0,You mean banana .
IS1006a,B,IS1006a.B.dialog-act.dharshi.16,comment-about-understanding,ami_da_12,249.96,251.83,1870.0,Christa Christa .
IS1006a,C,IS1006a.C.dialog-act.dharshi.20,comment-about-understanding,ami_da_12,249.52,251.404,1884.0,Chris .
IS1006a,D,IS1006a.D.dialog-act.dharshi.11,comment-about-understanding,ami_da_12,163.3,163.76,460.0,A what ?
IS1006a,D,IS1006a.D.dialog-act.dharshi.12,comment-about-understanding,ami_da_12,164.64,167.93,3290.0,"A r a rabbit , oh oh yeah ,"
IS1006a,D,IS1006a.D.dialog-act.dharshi.29,comment-about-understanding,ami_da_12,248.68,250.0,1320.0,Christa ?
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.25,comment-about-understanding,ami_da_12,152.63,153.15,520.0,F_ five .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.33,comment-about-understanding,ami_da_12,375.69,376.86,1170.0,Mm-hmm . Okay .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.48,comment-about-understanding,ami_da_12,660.32,662.83,2510.0,Mm-hmm mm mm . Okay .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.110,comment-about-understanding,ami_da_12,1514.32,1514.65,330.0,Okay .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.117,comment-about-understanding,ami_da_12,1607.84,1608.77,930.0,"Uh train it , okay ."
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.123,comment-about-understanding,ami_da_12,1642.67,1643.12,450.0,okay .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.132,comment-about-understanding,ami_da_12,1710.998,1715.01,4012.0,Okay .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.149,comment-about-understanding,ami_da_12,1890.73,1890.95,220.0,No .
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.177,comment-about-understanding,ami_da_12,2041.96,2043.37,1410.0,Uh yeah
IS1006b,A,IS1006b.A.dialog-act.vkaraisk.181,comment-about-understanding,ami_da_12,2054.84,2055.05,210.0,yeah ?
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.7,comment-about-understanding,ami_da_12,377.13,378.41,1280.0,Okay .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.8,comment-about-understanding,ami_da_12,378.41,380.32,1910.0,"But twenty six percent , do you know"
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.20,comment-about-understanding,ami_da_12,651.98,652.86,880.0,"Okay ,"
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.22,comment-about-understanding,ami_da_12,656.76,657.0,240.0,Okay .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.67,elicit-comment-understanding,ami_da_13,886.09,886.48,390.0,you know ?
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.118,elicit-comment-understanding,ami_da_13,1085.21,1085.46,250.0,yeah ?
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.131,comment-about-understanding,ami_da_12,1141.97,1143.02,1050.0,"Okay , okay ."
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.135,comment-about-understanding,ami_da_12,1154.56,1155.49,930.0,Uh twenty five .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.151,elicit-comment-understanding,ami_da_13,1292.65,1293.16,510.0,Alright ?
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.154,comment-about-understanding,ami_da_12,1625.55,1626.0,450.0,Okay .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.155,comment-about-understanding,ami_da_12,1630.92,1631.44,520.0,Okay .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.157,comment-about-understanding,ami_da_12,1710.58,1718.069,7489.0,Okay .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.164,comment-about-understanding,ami_da_12,1753.49,1753.9,410.0,"Okay ,"
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.167,comment-about-understanding,ami_da_12,1785.1,1785.42,320.0,Okay. .
IS1006b,B,IS1006b.B.dialog-act.vkaraisk.183,comment-about-understanding,ami_da_12,2048.92,2049.71,790.0,Just beeps ?
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.7,comment-about-understanding,ami_da_12,95.753,96.92,1167.0,Oh .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.81,comment-about-understanding,ami_da_12,369.44,371.25,1810.0,"Oh , okay ,"
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.84,comment-about-understanding,ami_da_12,375.53,375.96,430.0,Okay .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.108,comment-about-understanding,ami_da_12,448.88,450.08,1200.0,Ah
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.156,comment-about-understanding,ami_da_12,630.3,631.02,720.0,"Yeah one question ,"
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.193,comment-about-understanding,ami_da_12,1001.23,1001.5,270.0,Oh
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.204,comment-about-understanding,ami_da_12,1070.64,1070.89,250.0,Okay .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.205,comment-about-understanding,ami_da_12,1089.23,1089.57,340.0,Okay .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.226,comment-about-understanding,ami_da_12,1232.23,1232.52,290.0,Okay .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.251,comment-about-understanding,ami_da_12,1689.52,1689.86,340.0,Okay .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.252,comment-about-understanding,ami_da_12,1691.0,1692.01,1010.0,Couple of words .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.281,comment-about-understanding,ami_da_12,2036.896,2039.31,2414.0,Speakers in the remote cont
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.282,comment-about-understanding,ami_da_12,2040.37,2041.08,710.0,Oh yeah .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.291,comment-about-understanding,ami_da_12,2070.63,2071.7,1070.0,You can't whistle .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.292,comment-about-understanding,ami_da_12,2071.7,2072.93,1230.0,Uh-huh .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.298,comment-about-understanding,ami_da_12,2086.54,2089.17,2630.0,With only one hand ?
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.301,comment-about-understanding,ami_da_12,2107.53,2108.31,780.0,Oh
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.303,comment-about-understanding,ami_da_12,2109.67,2111.0,1330.0,okay okay .
IS1006b,D,IS1006b.D.dialog-act.vkaraisk.304,comment-about-understanding,ami_da_12,2111.0,2112.37,1370.0,"Oh yeah , you do have ."
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.25,comment-about-understanding,ami_da_12,347.4,348.11,710.0,Okay .
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.37,comment-about-understanding,ami_da_12,415.08,415.43,350.0,Okay .
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.41,comment-about-understanding,ami_da_12,541.3,541.57,270.0,"Okay ,"
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.53,comment-about-understanding,ami_da_12,598.54,598.73,190.0,Three .
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.70,comment-about-understanding,ami_da_12,824.73,825.28,550.0,"Uh-huh , okay ,"
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.74,comment-about-understanding,ami_da_12,837.18,837.52,340.0,Okay .
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.87,comment-about-understanding,ami_da_12,912.96,913.47,510.0,"Okay ,"
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.93,comment-about-understanding,ami_da_12,921.79,922.2,410.0,Okay .
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.120,comment-about-understanding,ami_da_12,1162.75,1163.47,720.0,"Four ,"
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.141,comment-about-understanding,ami_da_12,1485.79,1486.03,240.0,Okay .
IS1006c,A,IS1006c.A.dialog-act.vkaraisk.146,comment-about-understanding,ami_da_12,1569.4,1569.95,550.0,Okay .
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.13,comment-about-understanding,ami_da_12,415.65,415.85,200.0,"Okay ,"
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.16,comment-about-understanding,ami_da_12,421.35,423.21,1860.0,L_C_D_ yeah L_C_D_ .
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.20,comment-about-understanding,ami_da_12,440.34,440.66,320.0,"Okay ,"
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.30,comment-about-understanding,ami_da_12,579.19,581.31,2120.0,L_C_
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.95,comment-about-understanding,ami_da_12,867.98,868.32,340.0,okay .
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.98,comment-about-understanding,ami_da_12,898.56,898.99,430.0,Uh-huh .
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.106,elicit-comment-understanding,ami_da_13,947.4,948.9,1500.0,you know ?
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.111,comment-about-understanding,ami_da_12,978.31,979.82,1510.0,"Uh-huh , uh-huh ."
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.140,comment-about-understanding,ami_da_12,1482.33,1482.85,520.0,Okay .
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.141,comment-about-understanding,ami_da_12,1636.33,1636.8,470.0,Okay .
IS1006c,B,IS1006c.B.dialog-act.vkaraisk.145,comment-about-understanding,ami_da_12,1675.25,1675.56,310.0,yeah
IS1006c,C,IS1006c.C.dialog-act.vkaraisk.107,comment-about-understanding,ami_da_12,562.49,562.85,360.0,Yep .
